Title,Link,Review,Reviews_Clean,Polarity_Score,sentiment_female lead,sentiment_FL,sentiment_second female lead,sentiment_male lead,sentiment_ML,sentiment_second male lead,sentiment_cast,sentiment_main leads,sentiment_ensemble cast,sentiment_couple,sentiment_side couples,sentiment_plot,sentiment_story,sentiment_beginning,sentiment_ending,sentiment_romance,sentiment_acting,sentiment_kiss,romance,kiss,steamy,comedy,melodrama,wholesome,sad,slow burn,tropey,action,OST,bingeworthy,top,bad
Run On,https://mydramalist.com/58651-run-on,"this was a drama i initially dropped when it came out in 2020/2021 and returned to years later. i remember initially thinking it was boring but upon returning to it, i love that it was so character driven and wasnt tropey. it was a surprisingly progressive drama: the male lead is a bit socially awkward and possibly on the spectrum, the female lead is very outspoken and independent, there are several gay characters and an asexual character, a femae boxer, and a divorce plot. i also liked how mature the relationships were, but they were also quite cute, but not in an infantilizing way. i liked both couples’ chemistry. the story got a little boring towards the end and the finale felt kind of rushed, but overall a nice watch.","['drama', 'initially', 'dropped', 'came', '20202021', 'returned', 'year', 'later', 'remember', 'initially', 'thinking', 'boring', 'upon', 'returning', 'love', 'character', 'driven', 'wasnt', 'tropey', 'surprisingly', 'progressive', 'drama', 'male', 'lead', 'bit', 'socially', 'awkward', 'possibly', 'spectrum', 'female', 'lead', 'outspoken', 'independent', 'several', 'gay', 'character', 'asexual', 'character', 'femae', 'boxer', 'divorce', 'plot', 'also', 'liked', 'mature', 'relationship', 'also', 'quite', 'cute', 'infantilizing', 'way', 'liked', 'couple', 'chemistry', 'story', 'got', 'little', 'boring', 'towards', 'end', 'finale', 'felt', 'kind', 'rushed', 'overall', 'nice', 'watch']",0.08822463768115943,0.07120726495726497,,,0.07382812500000001,,,,,,0.05726851851851851,,0.10843253968253969,0.05726851851851851,,,,,,1,0,0,0,1,0,0,1,1,0,0,0,0,0
See You in My 19th Life,https://mydramalist.com/716735-see-you-in-my-19th-life,started off interesting and fun but got boring. did have a cute ending though with her forgetting her 19 lives and the ML and her sister remembering her.,"['started', 'interesting', 'fun', 'got', 'boring', 'cute', 'ending', 'though', 'forgetting', '19', 'life', 'ml', 'sister', 'remembering']",0.07500000000000001,,,,,0.037500000000000006,,,,,,,,,,0.037500000000000006,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Semantic Error,https://mydramalist.com/685259-semantic-error,Good chemistry between the leads and quite steamy at times/good sexual tension. Cute opposites attract slash enemies to lovers story.,"['good', 'chemistry', 'lead', 'quite', 'steamy', 'timesgood', 'sexual', 'tension', 'cute', 'opposite', 'attract', 'slash', 'enemy', 'lover', 'story']",0.5666666666666667,,,,,,,,,,,,,0.2833333333333333,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Serendipity's Embrace,https://mydramalist.com/735261-is-it-fate,"cute, but average romance with some bright spots but nothing too standout. the main leads are cute, as were the second couple. its only 8 episodes so there really wasnt much development or plot, but it was an easy watch. had a nice soundtrack.","['cute', 'average', 'romance', 'bright', 'spot', 'nothing', 'standout', 'main', 'lead', 'cute', 'second', 'couple', '8', 'episode', 'really', 'wasnt', 'much', 'development', 'plot', 'easy', 'watch', 'nice', 'soundtrack']",0.2863636363636364,,,,,,,,0.3130952380952381,,0.2863888888888889,,0.3759259259259259,,,,0.24305555555555555,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Sh**ting Stars,https://mydramalist.com/698379-shooting-star,Had some cute and funny eps in the beginning but then just got boring and dumb. Too many characters. Main couple and actor couple had some cute moments tho. Promising but just ended up being avg.,"['cute', 'funny', 'eps', 'beginning', 'got', 'boring', 'dumb', 'many', 'character', 'main', 'couple', 'actor', 'couple', 'cute', 'moment', 'tho', 'promising', 'ended', 'avg']",0.09270833333333334,,,,,,,,,,0.1784722222222222,,,,0.18680555555555556,,,,,1,0,0,1,0,0,0,1,0,0,0,0,0,0
She Would Never Know,https://mydramalist.com/58511-sunbae-don-t-put-on-that-lipstick,Started off really weird but interesting and then became a super sweet romance. Rowoon was adorable and the kiss scenes were quality. I liked the gay plot line too - it was handled very well in the end. Did not care at all about the side couples with the chairman and rowoon’s sister and the director and the chairman’s sister. I fast forwarded through those scenes. Eventually the plot slowed and the breakup felt like filler. Cute ending though.,"['started', 'really', 'weird', 'interesting', 'became', 'super', 'sweet', 'romance', 'rowoon', 'adorable', 'kiss', 'scene', 'quality', 'liked', 'gay', 'plot', 'line', 'handled', 'well', 'end', 'care', 'side', 'couple', 'chairman', 'rowoons', 'sister', 'director', 'chairman', 'sister', 'fast', 'forwarded', 'scene', 'eventually', 'plot', 'slowed', 'breakup', 'felt', 'like', 'filler', 'cute', 'ending', 'though']",0.31,,,,,,,,,,0.32499999999999996,0.32499999999999996,0.3071428571428571,,,0.155,0.2868055555555556,,0.31,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Shopping King Louie,https://mydramalist.com/19012-shopping-king-louis,"Watched this on a total whim and was rewarded. It’s hilarious and has some really cute moments with the main couple. ML has great acting. Fun, easy  watch.","['watched', 'total', 'whim', 'rewarded', 'hilarious', 'really', 'cute', 'moment', 'main', 'couple', 'ml', 'great', 'acting', 'fun', 'easy', 'watch']",0.3375,,,,,0.3375,,,,,0.3375,,,,,,,0.38,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Snowdrop,https://mydramalist.com/62575-snowdrop,"Although some parts dragged like the ones with the wives and some of the characters were so annoying like Bun-Ok and the evil guys, this show made me CRY so much in the finale and the acting was so good. Some of the twists at the end felt like they could have been hinted more and felt a bit random. But damn jung hae in is AMAZING in this and jisoo does well too. Second ML and FL are both bad asses. Really good drama despite the controversy surrounding it. Jung hae in’s eyes kill me the guy knows how to act!! OST was also beautiful and it was beautifully shot as well.","['although', 'part', 'dragged', 'like', 'one', 'wife', 'character', 'annoying', 'like', 'bunok', 'evil', 'guy', 'show', 'made', 'cry', 'much', 'finale', 'acting', 'good', 'twist', 'end', 'felt', 'like', 'could', 'hinted', 'felt', 'bit', 'random', 'damn', 'jung', 'hae', 'amazing', 'jisoo', 'well', 'second', 'ml', 'fl', 'bad', 'ass', 'really', 'good', 'drama', 'despite', 'controversy', 'surrounding', 'jung', 'hae', 'in', 'eye', 'kill', 'guy', 'know', 'act', 'ost', 'also', 'beautiful', 'beautifully', 'shot', 'well']",0.13076923076923078,,0.23333333333333334,,,0.23333333333333334,,,,,,,,,,,,-0.08333333333333331,,0,0,1,0,1,0,0,0,0,0,1,0,0,1
Something in the Rain,https://mydramalist.com/25173-pretty-noona-who-buys-me-food,"Sigh. I have so many opinions about this drama. The first 8 episodes are arguably the BEST romance I’ve ever seen in a kdrama. It’s so unconventional, interesting, real, adorable, and sexy. But episode 9 it all goes downhill. The characters make super annoying choices and the plot suffers from “lack of communication” kdrama trope. The FL’s mom is just AWFUL. The breakup was so annoying and frustrating that I didn’t even care about the ending at all. Ugh, this drama took me so high and then just ended so low.","['sigh', 'many', 'opinion', 'drama', 'first', '8', 'episode', 'arguably', 'best', 'romance', 'ive', 'ever', 'seen', 'kdrama', 'unconventional', 'interesting', 'real', 'adorable', 'sexy', 'episode', '9', 'go', 'downhill', 'character', 'make', 'super', 'annoying', 'choice', 'plot', 'suffers', 'lack', 'communication', 'kdrama', 'trope', 'fl', 'mom', 'awful', 'breakup', 'annoying', 'frustrating', 'didnt', 'even', 'care', 'ending', 'ugh', 'drama', 'took', 'high', 'ended', 'low']",0.02809523809523808,,-0.06881481481481483,,,,,,,,,,-0.030416666666666675,,,0.04972222222222221,0.23,,,1,0,1,0,1,0,0,0,1,0,0,0,0,0
Soundtrack #1,https://mydramalist.com/713865-why-did-you-come-to-my-house,Short and cute. Leads have decent chemistry but it’s not like off the charts. Happy cute ending. Wish there had been more cute moments.,"['short', 'cute', 'lead', 'decent', 'chemistry', 'like', 'chart', 'happy', 'cute', 'ending', 'wish', 'cute', 'moment']",0.4238095238095238,,,,,,,,,,,,,,,0.44666666666666666,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spice up Our Love,https://mydramalist.com/771001-the-boss-s-menu-table,"I was so excited for this spin off because I loved No Gain No Love and really liked the second couple in it, but this was such a disappointment. I thought it would start after No Gain No Love ended and continue the second couple’s relationship so we could see more of their development, but instead the plot started before they got together so it was far less satisfying and lost a lot of the charm and chemistry that No Gain No Love had. The fantasy mechanics of the plot were also poorly written and it just fell flat overall. Such a letdown. It does have a good OST sung by the male lead though.","['excited', 'spin', 'loved', 'gain', 'love', 'really', 'liked', 'second', 'couple', 'disappointment', 'thought', 'would', 'start', 'gain', 'love', 'ended', 'continue', 'second', 'couple', 'relationship', 'could', 'see', 'development', 'instead', 'plot', 'started', 'got', 'together', 'far', 'less', 'satisfying', 'lost', 'lot', 'charm', 'chemistry', 'gain', 'love', 'fantasy', 'mechanic', 'plot', 'also', 'poorly', 'written', 'fell', 'flat', 'overall', 'letdown', 'good', 'ost', 'sung', 'male', 'lead', 'though']",0.07666666666666665,,0.1161111111111111,,0.04035087719298245,,,,,,0.1461111111111111,,0.07666666666666665,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Squid Game,https://mydramalist.com/40257-round-six,"The hype is real, this show is great. It pulls you in and you just wanna binge and find out what happens. So many characters to love (and love to hate). Justice for Ali!!! Also SHOCKED that the detective died?? Ending was a bit random though, like this old guy is just rich and bored?? But I guess it was a comment on capitalism lol. Anyways, very well done overall. I think they’re doing a season 2 so that will be interesting.","['hype', 'real', 'show', 'great', 'pull', 'wan', 'na', 'binge', 'find', 'happens', 'many', 'character', 'love', 'love', 'hate', 'justice', 'ali', 'also', 'shocked', 'detective', 'died', 'ending', 'bit', 'random', 'though', 'like', 'old', 'guy', 'rich', 'bored', 'guess', 'comment', 'capitalism', 'lol', 'anyways', 'well', 'done', 'overall', 'think', 'theyre', 'season', '2', 'interesting']",0.11833333333333335,,,,,,,,,,,,,,,0.11808035714285715,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Squid Game Season 2,https://mydramalist.com/714529-squid-game-season-2,"Slow start but was still a fun watch with several surprising twists like when one of the characters featured turned out to be a masked guard not a player, and when player 001 turned out to be the frontman (the police officer’s brother). But it felt like half a season, not a full season, and lacked the punch and impact that season 1 had. I didn’t feel as emotionally invested in the characters as I was in season 1, with the exception of the transgender woman played by Park Sung Hoon, who was by far my favorite character. Its understandable that sequels are usually setup in a trilogy, but what started as a revenge plot ended up being a bit of a letdown because the main character Gihoon basically had no plan at all until the last episode where he suddenly gets a crew together to steal the guards’ guns, but it goes nowhere. Even if the frontman/player 001 hadn’t betrayed him and sabotaged the plan in the end, it probably wouldn’t have succeeded…so it feels like we’re back at square one with no plot movement at all, especially since the plotline with the police officer went nowhere the entire season. Overall, it just lacked a lot of the tension and dynamism of the previous season. But it was still entertaining enough to binge in 2 days.","['slow', 'start', 'still', 'fun', 'watch', 'several', 'surprising', 'twist', 'like', 'one', 'character', 'featured', 'turned', 'masked', 'guard', 'player', 'player', '001', 'turned', 'frontman', 'police', 'officer', 'brother', 'felt', 'like', 'half', 'season', 'full', 'season', 'lacked', 'punch', 'impact', 'season', '1', 'didnt', 'feel', 'emotionally', 'invested', 'character', 'season', '1', 'exception', 'transgender', 'woman', 'played', 'park', 'sung', 'hoon', 'far', 'favorite', 'character', 'understandable', 'sequel', 'usually', 'setup', 'trilogy', 'started', 'revenge', 'plot', 'ended', 'bit', 'letdown', 'main', 'character', 'gihoon', 'basically', 'plan', 'last', 'episode', 'suddenly', 'get', 'crew', 'together', 'steal', 'guard', 'gun', 'go', 'nowhere', 'even', 'frontmanplayer', '001', 'hadnt', 'betrayed', 'sabotaged', 'plan', 'end', 'probably', 'wouldnt', 'succeededso', 'feel', 'like', 'back', 'square', 'one', 'plot', 'movement', 'especially', 'since', 'plotline', 'police', 'officer', 'went', 'nowhere', 'entire', 'season', 'overall', 'lacked', 'lot', 'tension', 'dynamism', 'previous', 'season', 'still', 'entertaining', 'enough', 'binge', '2', 'day']",0.060416666666666674,,,,,,,,,,,,0.06041666666666667,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Start-Up,https://mydramalist.com/51909-sandbox,A bit conflicted about this one. It starts off SO strong and it was some extremely hilarious moments and a great cast overall. But I got such intense SML syndrome that I wasn’t as engaged bc I knew the FL and ML would def end up together. The SML had such a better backstory and connection to the FL that it was disappointing for her to choose the ML…alas. Pretty solid overall. Worth a watch but idk about a rewatch.,"['bit', 'conflicted', 'one', 'start', 'strong', 'extremely', 'hilarious', 'moment', 'great', 'cast', 'overall', 'got', 'intense', 'sml', 'syndrome', 'wasnt', 'engaged', 'bc', 'knew', 'fl', 'ml', 'would', 'def', 'end', 'together', 'sml', 'better', 'backstory', 'connection', 'fl', 'disappointing', 'choose', 'mlalas', 'pretty', 'solid', 'overall', 'worth', 'watch', 'idk', 'rewatch']",0.18333333333333332,,0.09166666666666666,,,0.19325396825396826,,0.3213888888888889,,,,,,0.13018518518518518,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Strong Woman Do Bong Soon,https://mydramalist.com/18894-strong-woman-do-bong-soon,Cute. Main couple have a lot of chemistry. Cute happy ending. Awkwardly goes between very intense and very comedic too quickly. Pretty homophobic. Cute happy ending. Fast forwarded some parts. Some plot lines were dumb like with the fake Indian monk and the gay manager at work.,"['cute', 'main', 'couple', 'lot', 'chemistry', 'cute', 'happy', 'ending', 'awkwardly', 'go', 'intense', 'comedic', 'quickly', 'pretty', 'homophobic', 'cute', 'happy', 'ending', 'fast', 'forwarded', 'part', 'plot', 'line', 'dumb', 'like', 'fake', 'indian', 'monk', 'gay', 'manager', 'work']",0.22273809523809526,,,,,,,,,,0.26881944444444444,,0.08618686868686871,,,0.30341666666666667,,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Summer Strike,https://mydramalist.com/703721-i-don-t-want-to-do-anything,"Damn, this drama hit me in the feels. It was so beautifully done, from the acting to the OST to the character development. I didn’t love that it became a murder mystery but it was at least wrapped up nicely with ample time for an “epilogue.”  I wanted more romance (like just one more hug even?? lol) between the main leads, but it did make sense for their shy personalities and was still so sweet. And the real love story is Yeo Rum and Bom, their friendship and sisterly type love was so heartwarming and their chemistry as actors was so natural. Ah, I’m still teary eyed after that finale. Def a top drama for me for 2022. And so unexpected! I watched it on a whim and I’m so glad I did.","['damn', 'drama', 'hit', 'feel', 'beautifully', 'done', 'acting', 'ost', 'character', 'development', 'didnt', 'love', 'became', 'murder', 'mystery', 'least', 'wrapped', 'nicely', 'ample', 'time', 'epilogue', 'wanted', 'romance', 'like', 'one', 'hug', 'even', 'lol', 'main', 'lead', 'make', 'sense', 'shy', 'personality', 'still', 'sweet', 'real', 'love', 'story', 'yeo', 'rum', 'bom', 'friendship', 'sisterly', 'type', 'love', 'heartwarming', 'chemistry', 'actor', 'natural', 'ah', 'im', 'still', 'teary', 'eyed', 'finale', 'def', 'top', 'drama', '2022', 'unexpected', 'watched', 'whim', 'im', 'glad']",0.3495098039215686,,,,,,,,0.3609375,,,,,0.3481944444444445,,,0.35151515151515156,0.5947222222222222,,1,0,0,0,1,1,1,0,0,1,1,0,1,0
Sweet Home,https://mydramalist.com/34064-sweet-home,"very gory, but the characters are interesting. similar to happiness, especially the theme that the humans are scarier than the monsters. i think i liked happiness better though. but this was good enough to make me want to watch the second season.","['gory', 'character', 'interesting', 'similar', 'happiness', 'especially', 'theme', 'human', 'scarier', 'monster', 'think', 'liked', 'happiness', 'better', 'though', 'good', 'enough', 'make', 'want', 'watch', 'second', 'season']",0.2772727272727273,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxi Driver,https://mydramalist.com/52921-model-taxi,"Started off really strong. In later episodes, the plot drags a bit. Could have been 12 episodes and would’ve been better. Liked the ending with the prosecutor joining the rainbow taxi team tho. Will watch season 2.","['started', 'really', 'strong', 'later', 'episode', 'plot', 'drag', 'bit', 'could', '12', 'episode', 'wouldve', 'better', 'liked', 'ending', 'prosecutor', 'joining', 'rainbow', 'taxi', 'team', 'tho', 'watch', 'season', '2']",0.3833333333333333,,,,,,,,,,,,0.38333333333333336,,,0.19166666666666665,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Atypical Family,https://mydramalist.com/748581-although-i-am-not-a-hero,"Wow. What a gem of a show. The trailers didnt grab me initially when this came out but then i kept hearing good things about this drama and im so glad i decided to watch it. The male lead was so good at playing a depressed person and then it was such a joy to watch him become happy again, and he was equally good at playing both a clueless but earnest father trying his best and a hopeless romantic. the female lead was also great, and between this drama and be melodramatic she is shaping up to be one of my favorite korean actresses of all time. the writing and plot was so fun, refreshing, and original. I cried so many tears while watching this show. I loved the love story, it was a very cosmic one, what with the “my past is your future” threadline but it was also so full of cute little moments that felt real, and not forced or like fan service. I love when kdrama romances feel genuine, and arent overly chaste or infanfile, and this one was mature and intense without being overly melodramatic or over the too. Also loved all the wholesome dad-daughter moments. The mom and sister could be kind of annoying, but they good redemption arcs. There were some really emotional and well done moments related to weight and emotional eating that really hit home for me. My heart just felt so warm while watching this show. And then i was crying for the entire last 20 minutes of the finale. The ending of the male lead’s son having the super power of beinf able to retrieve lost things and bring back his dad was so sweet. That final moment when the leads reunite was precious. I wish there’d been more of a reunion, but the moment and the ending overall was well done. Also the OST and cinematography was very good. Overall just a fantastic show.","['wow', 'gem', 'show', 'trailer', 'didnt', 'grab', 'initially', 'came', 'kept', 'hearing', 'good', 'thing', 'drama', 'im', 'glad', 'decided', 'watch', 'male', 'lead', 'good', 'playing', 'depressed', 'person', 'joy', 'watch', 'become', 'happy', 'equally', 'good', 'playing', 'clueless', 'earnest', 'father', 'trying', 'best', 'hopeless', 'romantic', 'female', 'lead', 'also', 'great', 'drama', 'melodramatic', 'shaping', 'one', 'favorite', 'korean', 'actress', 'time', 'writing', 'plot', 'fun', 'refreshing', 'original', 'cried', 'many', 'tear', 'watching', 'show', 'loved', 'love', 'story', 'cosmic', 'one', 'past', 'future', 'threadline', 'also', 'full', 'cute', 'little', 'moment', 'felt', 'real', 'forced', 'like', 'fan', 'service', 'love', 'kdrama', 'romance', 'feel', 'genuine', 'arent', 'overly', 'chaste', 'infanfile', 'one', 'mature', 'intense', 'without', 'overly', 'melodramatic', 'also', 'loved', 'wholesome', 'daddaughter', 'moment', 'mom', 'sister', 'could', 'kind', 'annoying', 'good', 'redemption', 'arc', 'really', 'emotional', 'well', 'done', 'moment', 'related', 'weight', 'emotional', 'eating', 'really', 'hit', 'home', 'heart', 'felt', 'warm', 'watching', 'show', 'cry', 'entire', 'last', '20', 'minute', 'finale', 'ending', 'male', 'lead', 'son', 'super', 'power', 'beinf', 'able', 'retrieve', 'lost', 'thing', 'bring', 'back', 'dad', 'sweet', 'final', 'moment', 'lead', 'reunite', 'precious', 'wish', 'thered', 'reunion', 'moment', 'ending', 'overall', 'well', 'done', 'also', 'ost', 'cinematography', 'good', 'overall', 'fantastic', 'show']",0.2970321637426899,0.35300189393939396,,,0.3127964743589743,,,,,,,,0.3429861111111111,0.32914847883597875,,0.294861111111111,0.2932793209876543,,,1,0,0,0,1,1,1,0,0,1,1,0,1,0
The Fabulous,https://mydramalist.com/712411-fabulous,"Very cheesy, but had its cute moments. Good music and loved the fashion. Also love how lgbtq forward it was (by kdrama standards) with its openly gay character","['cheesy', 'cute', 'moment', 'good', 'music', 'loved', 'fashion', 'also', 'love', 'lgbtq', 'forward', 'kdrama', 'standard', 'openly', 'gay', 'character']",0.3611111111111111,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0
The Forbidden Marriage,https://mydramalist.com/716549-golden-spirit-joseon-marriage-prohibition,"Started off strong, but then got serious and the FL lost all of her fun quirky personality. Also had major second male lead syndrome for the first half. Overall just okay.","['started', 'strong', 'got', 'serious', 'fl', 'lost', 'fun', 'quirky', 'personality', 'also', 'major', 'second', 'male', 'lead', 'syndrome', 'first', 'half', 'overall', 'okay']",0.09507575757575758,,0.0775462962962963,,0.11145833333333333,,0.11916666666666667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Glory,https://mydramalist.com/685237-untitled-kim-eun-sook-project,"So brutal, the early scenes in the first few episodes had me bawling. Intriguing story, good acting. Love Ms Kang and her relationship with the FL. ML turning out to be a little messed up himself was a good plot twist. Looking forward to the second season and seeing how this story ends.","['brutal', 'early', 'scene', 'first', 'episode', 'bawling', 'intriguing', 'story', 'good', 'acting', 'love', 'm', 'kang', 'relationship', 'fl', 'ml', 'turning', 'little', 'messed', 'good', 'plot', 'twist', 'looking', 'forward', 'second', 'season', 'seeing', 'story', 'end']",0.11704545454545454,,0.13385416666666666,,,0.13385416666666666,,,,,,,0.06437499999999999,0.10020833333333332,,,,0.14947916666666666,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Glory Part 2,https://mydramalist.com/745581-the-glory-season-2,"Such a satisfying ending to see all the terrible people get their just desserts, especially the main bully. Glad it was a happy ending for the main lead and her helpers. I liked the twist at the end of the MLs mom asking the FL to save her son by helping execute his revenge. Liked the motif of the FL not giving in to suicide because she saves others. Overall really good ending to a tragic story. Great revenge plot.","['satisfying', 'ending', 'see', 'terrible', 'people', 'get', 'dessert', 'especially', 'main', 'bully', 'glad', 'happy', 'ending', 'main', 'lead', 'helper', 'liked', 'twist', 'end', 'ml', 'mom', 'asking', 'fl', 'save', 'son', 'helping', 'execute', 'revenge', 'liked', 'motif', 'fl', 'giving', 'suicide', 'save', 'others', 'overall', 'really', 'good', 'ending', 'tragic', 'story', 'great', 'revenge', 'plot']",0.2202380952380952,,0.23129629629629628,,,0.23129629629629628,,,,,,,0.1101190476190476,0.48782051282051286,,0.2326388888888889,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1
The Good Bad Mother,https://mydramalist.com/733003-bad-mother,Really good drama. You love to hate the mom and eventually you love to love the mom. ML’s acting is so good. Very endearing ensemble cast. Tear jerking ending but also satisfying. And the two kids are so cute. Good well rounded drama.,"['really', 'good', 'drama', 'love', 'hate', 'mom', 'eventually', 'love', 'love', 'mom', 'ml', 'acting', 'good', 'endearing', 'ensemble', 'cast', 'tear', 'jerking', 'ending', 'also', 'satisfying', 'two', 'kid', 'cute', 'good', 'well', 'rounded', 'drama']",0.4045454545454545,,,,,0.39416666666666667,,0.4552083333333333,,0.4552083333333333,,,,,,0.4552083333333333,,0.44499999999999995,,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Heirs,https://mydramalist.com/6640-the-heirs,It’s been like 10+ years since I watched this drama…I imagine it would be HELLA cheesy if I rewatched other and probably doesn’t age super well lol. But at the time I remember liking the SML a lot.,"['like', '10', 'year', 'since', 'watched', 'dramai', 'imagine', 'would', 'hella', 'cheesy', 'rewatched', 'probably', 'doesnt', 'age', 'super', 'well', 'lol', 'time', 'remember', 'liking', 'sml', 'lot']",0.12708333333333333,,,,,0.06354166666666666,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Judge from Hell,https://mydramalist.com/758169-the-judge-from-hell,"A pretty interesting drama. It’s an enemy to lovers story with a twist. The twist being that they are actually legitimate enemies: her a corrupt judge who gives murderers light sentences and him a homicide detective who wants to put the murderers in prison. The next twist is that she’s actually a demon who has to kill the murderers and send them to hell, which is why she needs to let them off easy in court. I liked the creative way the show called attention to corruption in the justice system while also developing the cat and mouse game between the two leads for the first half of the show.

But in the later episodes — after the fake out of the male lead dying — it lost me. There were a lot of plot holes and loose ends, and what chemistry the two leads had at the beginning with the enemies tension was totally gone by the end. Overall it was still a fun show, but I dont think it was amazing as some people made it out to be.","['pretty', 'interesting', 'drama', 'enemy', 'lover', 'story', 'twist', 'twist', 'actually', 'legitimate', 'enemy', 'corrupt', 'judge', 'give', 'murderer', 'light', 'sentence', 'homicide', 'detective', 'want', 'put', 'murderer', 'prison', 'next', 'twist', 'shes', 'actually', 'demon', 'kill', 'murderer', 'send', 'hell', 'need', 'let', 'easy', 'court', 'liked', 'creative', 'way', 'show', 'called', 'attention', 'corruption', 'justice', 'system', 'also', 'developing', 'cat', 'mouse', 'game', 'two', 'lead', 'first', 'half', 'show', 'later', 'episode', 'fake', 'male', 'lead', 'dying', 'lost', 'lot', 'plot', 'hole', 'loose', 'end', 'chemistry', 'two', 'lead', 'beginning', 'enemy', 'tension', 'totally', 'gone', 'end', 'overall', 'still', 'fun', 'show', 'dont', 'think', 'amazing', 'people', 'made']",0.10862470862470865,,,,0.13126602564102566,,,,,,,,0.12838612368024133,0.22849358974358974,0.1538817663817664,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0
The King's Affection,https://mydramalist.com/683673-affection,"Great acting, solid plot, cute romance, could be slightly boring at times but overall good pacing. Fun twist to a historical drama. Rowoon is great. As usual.","['great', 'acting', 'solid', 'plot', 'cute', 'romance', 'could', 'slightly', 'boring', 'time', 'overall', 'good', 'pacing', 'fun', 'twist', 'historical', 'drama', 'rowoon', 'great', 'usual']",0.16818181818181818,,,,,,,,,,,,0.19895833333333335,,,,0.2017857142857143,0.45833333333333337,,1,0,0,0,1,0,0,1,0,0,0,0,0,0
The Law Cafe,https://mydramalist.com/719533-love-according-to-law,"Very melodramatic at times but also has cute romance, cute characters, and a lot of sex positivity!","['melodramatic', 'time', 'also', 'cute', 'romance', 'cute', 'character', 'lot', 'sex', 'positivity']",0.44166666666666665,,,,,,,,,,,,,,,,0.4875,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Matchmakers,https://mydramalist.com/747083-sending-me-to-you,"Such a good comedy historical drama. Rowoon is hilarious, the female lead is gorgeous, and the ensemble cast is
A++. Very well rounded drama with comedy, political plot that kept me guessing, and cute romance. especially loved the old maidens and their couples. made me LOL and also swoon. rowoon keeps getting better in every drama of his i watch. would have liked a bit more time with the happy couple at the end but at least it was a happy ending so cant complain. also, cinematography and music was perfecf.","['good', 'comedy', 'historical', 'drama', 'rowoon', 'hilarious', 'female', 'lead', 'gorgeous', 'ensemble', 'cast', 'well', 'rounded', 'drama', 'comedy', 'political', 'plot', 'kept', 'guessing', 'cute', 'romance', 'especially', 'loved', 'old', 'maiden', 'couple', 'made', 'lol', 'also', 'swoon', 'rowoon', 'keep', 'getting', 'better', 'every', 'drama', 'watch', 'would', 'liked', 'bit', 'time', 'happy', 'couple', 'end', 'least', 'happy', 'ending', 'cant', 'complain', 'also', 'cinematography', 'music', 'perfecf']",0.4111111111111111,0.3884615384615384,,,0.3884615384615384,,,0.38749999999999996,,0.38749999999999996,0.43246753246753245,,0.39625,,,0.20555555555555555,0.4111111111111112,,,1,0,0,1,1,0,0,0,0,0,1,0,0,0
